Sl no.,DistrictName,MarketName,Commodity,Variety,Grade,min_price,max_price,modal_price,PriceDate
29386,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,28-Apr-15
29387,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,27-Apr-15
29388,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,23-Apr-15
29389,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,20-Apr-15
29390,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,400,400,19-Apr-15
29391,Mandya,Nagamangala,Tomato,Tomato,FAQ,250,500,500,18-Apr-15
29392,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,600,500,17-Apr-15
29393,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,400,400,15-Apr-15
29394,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,14-Apr-15
29395,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,500,13-Apr-15
29396,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,400,11-Apr-15
29397,Mandya,Nagamangala,Tomato,Tomato,FAQ,250,500,500,10-Apr-15
29398,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,500,09-Apr-15
29399,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,08-Apr-15
29400,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,400,400,07-Apr-15
29401,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,500,05-Apr-15
29402,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,600,500,02-Apr-15
29403,Mandya,Nagamangala,Tomato,Tomato,FAQ,250,500,500,01-Apr-15
29404,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,31-Mar-15
29405,Mandya,Nagamangala,Tomato,Tomato,FAQ,300,400,400,30-Mar-15
29406,Mandya,Nagamangala,Tomato,Tomato,FAQ,250,500,500,29-Mar-15
29407,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,400,28-Mar-15
29408,Mandya,Nagamangala,Tomato,Tomato,FAQ,300,500,400,26-Mar-15
29409,Mandya,Nagamangala,Tomato,Tomato,FAQ,250,500,500,25-Mar-15
29410,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,500,24-Mar-15
29411,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,23-Mar-15
29412,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,400,19-Mar-15
29413,Mandya,Nagamangala,Tomato,Tomato,FAQ,250,500,500,18-Mar-15
29414,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,600,500,17-Mar-15
29415,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,500,16-Mar-15
29416,Mandya,Nagamangala,Tomato,Tomato,FAQ,250,500,500,15-Mar-15
29417,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,600,500,14-Mar-15
29418,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,600,500,13-Mar-15
29419,Mandya,Nagamangala,Tomato,Tomato,FAQ,250,500,500,12-Mar-15
29420,Mandya,Nagamangala,Tomato,Tomato,FAQ,250,500,500,10-Mar-15
29421,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,400,08-Mar-15
29422,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,400,07-Mar-15
29423,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,400,06-Mar-15
29424,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,600,500,05-Mar-15
29425,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,400,04-Mar-15
29426,Mandya,Nagamangala,Tomato,Tomato,FAQ,250,500,500,03-Mar-15
29427,Mandya,Nagamangala,Tomato,Tomato,FAQ,450,600,500,02-Mar-15
29428,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,500,01-Mar-15
29429,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,500,28-Feb-15
29430,Mandya,Nagamangala,Tomato,Tomato,FAQ,625,625,625,27-Feb-15
29431,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,26-Feb-15
29432,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,25-Feb-15
29433,Mandya,Nagamangala,Tomato,Tomato,FAQ,250,500,500,24-Feb-15
29434,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,23-Feb-15
29435,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,600,500,21-Feb-15
29436,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,20-Feb-15
29437,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,500,19-Feb-15
29438,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,18-Feb-15
29439,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,500,17-Feb-15
29440,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,16-Feb-15
29441,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,500,15-Feb-15
29442,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,14-Feb-15
29443,Mandya,Nagamangala,Tomato,Tomato,FAQ,250,500,500,12-Feb-15
29444,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,11-Feb-15
29445,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,625,625,10-Feb-15
29446,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,09-Feb-15
29447,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,625,625,07-Feb-15
29448,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,05-Feb-15
29449,Mandya,Nagamangala,Tomato,Tomato,FAQ,400,500,500,04-Feb-15
29450,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,03-Feb-15
29451,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,02-Feb-15
29452,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,600,500,01-Feb-15
29453,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,600,500,31-Jan-15
29454,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,30-Jan-15
29455,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,600,600,29-Jan-15
29456,Mandya,Nagamangala,Tomato,Tomato,Medium,500,500,500,28-Jan-15
29457,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,28-Jan-15
29458,Mandya,Nagamangala,Tomato,Tomato,Medium,500,500,500,25-Jan-15
29459,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,25-Jan-15
29460,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,22-Jan-15
29461,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,21-Jan-15
29462,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,20-Jan-15
29463,Mandya,Nagamangala,Tomato,Tomato,FAQ,1000,1000,1000,18-Jan-15
29464,Mandya,Nagamangala,Tomato,Tomato,FAQ,1000,1000,1000,17-Jan-15
29465,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,14-Jan-15
29466,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,835,835,13-Jan-15
29467,Mandya,Nagamangala,Tomato,Tomato,FAQ,900,1000,1000,12-Jan-15
29468,Mandya,Nagamangala,Tomato,Tomato,FAQ,625,750,750,10-Jan-15
29469,Mandya,Nagamangala,Tomato,Tomato,FAQ,800,830,820,08-Jan-15
29470,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,1000,1000,07-Jan-15
29471,Mandya,Nagamangala,Tomato,Tomato,FAQ,1000,1000,1000,05-Jan-15
29472,Mandya,Nagamangala,Tomato,Tomato,FAQ,570,600,575,04-Jan-15
29473,Mandya,Nagamangala,Tomato,Tomato,FAQ,833,833,833,03-Jan-15
29474,Mandya,Nagamangala,Tomato,Tomato,FAQ,1000,1000,1000,01-Jan-15
29475,Mysore,Nanjangud,Tomato,Tomato,FAQ,1100,1300,1250,16-Jan-21
29476,Mysore,Nanjangud,Tomato,Tomato,FAQ,1100,1300,1250,15-Jan-21
29477,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1100,14-Jan-21
29478,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,950,13-Jan-21
29479,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1350,12-Jan-21
29480,Mysore,Nanjangud,Tomato,Tomato,FAQ,1100,1300,1200,11-Jan-21
29481,Mysore,Nanjangud,Tomato,Tomato,FAQ,1100,1300,1200,10-Jan-21
29482,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1150,09-Jan-21
29483,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1150,08-Jan-21
29484,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1100,07-Jan-21
29485,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,850,06-Jan-21
29486,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,850,05-Jan-21
29487,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1300,04-Jan-21
29488,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1300,03-Jan-21
29489,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1300,02-Jan-21
29490,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1300,01-Jan-21
29491,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1150,31-Dec-20
29492,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1150,30-Dec-20
29493,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1100,29-Dec-20
29494,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1100,28-Dec-20
29495,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,700,26-Dec-20
29496,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,700,25-Dec-20
29497,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,700,24-Dec-20
29498,Mysore,Nanjangud,Tomato,Tomato,FAQ,900,1100,1000,23-Dec-20
29499,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,900,22-Dec-20
29500,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,700,21-Dec-20
29501,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,700,20-Dec-20
29502,Mysore,Nanjangud,Tomato,Tomato,FAQ,500,700,600,19-Dec-20
29503,Mysore,Nanjangud,Tomato,Tomato,FAQ,500,700,600,18-Dec-20
29504,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,900,17-Dec-20
29505,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1100,16-Dec-20
29506,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1300,15-Dec-20
29507,Mysore,Nanjangud,Tomato,Tomato,FAQ,1100,1300,1250,14-Dec-20
29508,Mysore,Nanjangud,Tomato,Tomato,FAQ,1100,1300,1250,13-Dec-20
29509,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1300,12-Dec-20
29510,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1300,11-Dec-20
29511,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1300,10-Dec-20
29512,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1350,09-Dec-20
29513,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1350,08-Dec-20
29514,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1150,07-Dec-20
29515,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1150,06-Dec-20
29516,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,950,05-Dec-20
29517,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,950,03-Dec-20
29518,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,950,02-Dec-20
29519,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1150,01-Dec-20
29520,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,950,30-Nov-20
29521,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,800,28-Nov-20
29522,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,800,27-Nov-20
29523,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,950,25-Nov-20
29524,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,950,24-Nov-20
29525,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,850,23-Nov-20
29526,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1100,21-Nov-20
29527,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,850,19-Nov-20
29528,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,800,18-Nov-20
29529,Mysore,Nanjangud,Tomato,Tomato,FAQ,1100,1300,1200,17-Nov-20
29530,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,950,16-Nov-20
29531,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,750,15-Nov-20
29532,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,700,14-Nov-20
29533,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,800,13-Nov-20
29534,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,800,12-Nov-20
29535,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,750,11-Nov-20
29536,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,800,10-Nov-20
29537,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,750,09-Nov-20
29538,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,750,08-Nov-20
29539,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,750,07-Nov-20
29540,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,750,06-Nov-20
29541,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,950,05-Nov-20
29542,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,850,04-Nov-20
29543,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,850,03-Nov-20
29544,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,850,02-Nov-20
29545,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,950,01-Nov-20
29546,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,850,31-Oct-20
29547,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,850,30-Oct-20
29548,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,850,29-Oct-20
29549,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,750,28-Oct-20
29550,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,900,27-Oct-20
29551,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,750,25-Oct-20
29552,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,750,24-Oct-20
29553,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,750,23-Oct-20
29554,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,900,22-Oct-20
29555,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1600,1500,21-Oct-20
29556,Mysore,Nanjangud,Tomato,Tomato,FAQ,1400,1600,1500,20-Oct-20
29557,Mysore,Nanjangud,Tomato,Tomato,FAQ,1300,1500,1450,19-Oct-20
29558,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1300,18-Oct-20
29559,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,950,17-Oct-20
29560,Mysore,Nanjangud,Tomato,Tomato,FAQ,1100,1300,1200,16-Oct-20
29561,Mysore,Nanjangud,Tomato,Tomato,FAQ,1100,1300,1200,15-Oct-20
29562,Mysore,Nanjangud,Tomato,Tomato,FAQ,1400,1600,1500,14-Oct-20
29563,Mysore,Nanjangud,Tomato,Tomato,FAQ,1300,1500,1400,13-Oct-20
29564,Mysore,Nanjangud,Tomato,Tomato,FAQ,900,1100,1000,11-Oct-20
29565,Mysore,Nanjangud,Tomato,Tomato,FAQ,900,1100,1000,10-Oct-20
29566,Mysore,Nanjangud,Tomato,Tomato,FAQ,900,1100,1000,09-Oct-20
29567,Mysore,Nanjangud,Tomato,Tomato,FAQ,1100,1300,1200,08-Oct-20
29568,Mysore,Nanjangud,Tomato,Tomato,FAQ,1400,1600,1500,07-Oct-20
29569,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1300,06-Oct-20
29570,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1350,05-Oct-20
29571,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1350,04-Oct-20
29572,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1350,03-Oct-20
29573,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1350,02-Oct-20
29574,Mysore,Nanjangud,Tomato,Tomato,FAQ,1400,1600,1500,01-Oct-20
29575,Mysore,Nanjangud,Tomato,Tomato,FAQ,2000,2200,2100,30-Sep-20
29576,Mysore,Nanjangud,Tomato,Tomato,FAQ,2000,2200,2100,29-Sep-20
29577,Mysore,Nanjangud,Tomato,Tomato,FAQ,1800,2000,1900,28-Sep-20
29578,Mysore,Nanjangud,Tomato,Tomato,FAQ,1800,2000,1900,27-Sep-20
29579,Mysore,Nanjangud,Tomato,Tomato,FAQ,1500,1700,1600,25-Sep-20
29580,Mysore,Nanjangud,Tomato,Tomato,FAQ,2000,2200,2100,24-Sep-20
29581,Mysore,Nanjangud,Tomato,Tomato,FAQ,2500,2700,2600,23-Sep-20
29582,Mysore,Nanjangud,Tomato,Tomato,FAQ,2500,2700,2600,22-Sep-20
29583,Mysore,Nanjangud,Tomato,Tomato,FAQ,2600,2800,2750,21-Sep-20
29584,Mysore,Nanjangud,Tomato,Tomato,FAQ,2600,2800,2750,20-Sep-20
29585,Mysore,Nanjangud,Tomato,Tomato,FAQ,2600,2800,2750,19-Sep-20
29586,Mysore,Nanjangud,Tomato,Tomato,FAQ,2600,2800,2750,18-Sep-20
29587,Mysore,Nanjangud,Tomato,Tomato,FAQ,3000,3200,3100,17-Sep-20
29588,Mysore,Nanjangud,Tomato,Tomato,FAQ,3000,3200,3100,16-Sep-20
29589,Mysore,Nanjangud,Tomato,Tomato,FAQ,3000,3200,3100,15-Sep-20
29590,Mysore,Nanjangud,Tomato,Tomato,FAQ,3500,3700,3600,14-Sep-20
29591,Mysore,Nanjangud,Tomato,Tomato,FAQ,3500,3700,3600,13-Sep-20
29592,Mysore,Nanjangud,Tomato,Tomato,FAQ,3200,3400,3300,12-Sep-20
29593,Mysore,Nanjangud,Tomato,Tomato,FAQ,3200,3400,3300,11-Sep-20
29594,Mysore,Nanjangud,Tomato,Tomato,FAQ,3200,3400,3350,10-Sep-20
29595,Mysore,Nanjangud,Tomato,Tomato,FAQ,3000,3300,3150,09-Sep-20
29596,Mysore,Nanjangud,Tomato,Tomato,FAQ,3400,3600,3500,08-Sep-20
29597,Mysore,Nanjangud,Tomato,Tomato,FAQ,2200,2400,2300,07-Sep-20
29598,Mysore,Nanjangud,Tomato,Tomato,FAQ,2200,2400,2300,06-Sep-20
29599,Mysore,Nanjangud,Tomato,Tomato,FAQ,2200,2400,2300,05-Sep-20
29600,Mysore,Nanjangud,Tomato,Tomato,FAQ,2200,2400,2300,04-Sep-20
29601,Mysore,Nanjangud,Tomato,Tomato,FAQ,1800,2000,1950,03-Sep-20
29602,Mysore,Nanjangud,Tomato,Tomato,FAQ,1800,2000,1950,02-Sep-20
29603,Mysore,Nanjangud,Tomato,Tomato,FAQ,2600,2800,2700,01-Sep-20
29604,Mysore,Nanjangud,Tomato,Tomato,FAQ,2800,3000,2900,31-Aug-20
29605,Mysore,Nanjangud,Tomato,Tomato,FAQ,2800,3000,2900,30-Aug-20
29606,Mysore,Nanjangud,Tomato,Tomato,FAQ,2800,3000,2900,29-Aug-20
29607,Mysore,Nanjangud,Tomato,Tomato,FAQ,1900,2100,2050,28-Aug-20
29608,Mysore,Nanjangud,Tomato,Tomato,FAQ,1900,2100,2050,27-Aug-20
29609,Mysore,Nanjangud,Tomato,Tomato,FAQ,1900,2100,2050,26-Aug-20
29610,Mysore,Nanjangud,Tomato,Tomato,FAQ,1900,2100,2050,25-Aug-20
29611,Mysore,Nanjangud,Tomato,Tomato,FAQ,1900,2100,2050,24-Aug-20
29612,Mysore,Nanjangud,Tomato,Tomato,FAQ,1900,2100,2050,22-Aug-20
29613,Mysore,Nanjangud,Tomato,Tomato,FAQ,1900,2100,2050,21-Aug-20
29614,Mysore,Nanjangud,Tomato,Tomato,FAQ,1900,2100,2050,20-Aug-20
29615,Mysore,Nanjangud,Tomato,Tomato,FAQ,1700,1900,1800,19-Aug-20
29616,Mysore,Nanjangud,Tomato,Tomato,FAQ,1700,1900,1800,18-Aug-20
29617,Mysore,Nanjangud,Tomato,Tomato,FAQ,1500,1700,1600,17-Aug-20
29618,Mysore,Nanjangud,Tomato,Tomato,FAQ,1500,1700,1600,16-Aug-20
29619,Mysore,Nanjangud,Tomato,Tomato,FAQ,1400,1600,1550,15-Aug-20
29620,Mysore,Nanjangud,Tomato,Tomato,FAQ,1500,1800,1600,14-Aug-20
29621,Mysore,Nanjangud,Tomato,Tomato,FAQ,1500,1700,1650,13-Aug-20
29622,Mysore,Nanjangud,Tomato,Tomato,FAQ,1500,1700,1650,12-Aug-20
29623,Mysore,Nanjangud,Tomato,Tomato,FAQ,1500,1700,1650,11-Aug-20
29624,Mysore,Nanjangud,Tomato,Tomato,FAQ,900,1100,1000,10-Aug-20
29625,Mysore,Nanjangud,Tomato,Tomato,FAQ,900,1100,1000,09-Aug-20
29626,Mysore,Nanjangud,Tomato,Tomato,FAQ,900,1100,1000,08-Aug-20
29627,Mysore,Nanjangud,Tomato,Tomato,FAQ,900,1100,1000,07-Aug-20
29628,Mysore,Nanjangud,Tomato,Tomato,FAQ,900,1100,1000,06-Aug-20
29629,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,950,05-Aug-20
29630,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,950,04-Aug-20
29631,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,900,03-Aug-20
29632,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,900,02-Aug-20
29633,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,900,01-Aug-20
29634,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,900,31-Jul-20
29635,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,900,30-Jul-20
29636,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1350,29-Jul-20
29637,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,900,28-Jul-20
29638,Mysore,Nanjangud,Tomato,Tomato,FAQ,1600,1800,1700,27-Jul-20
29639,Mysore,Nanjangud,Tomato,Tomato,FAQ,1600,1800,1700,26-Jul-20
29640,Mysore,Nanjangud,Tomato,Tomato,FAQ,1600,1800,1700,25-Jul-20
29641,Mysore,Nanjangud,Tomato,Tomato,FAQ,1600,1800,1700,24-Jul-20
29642,Mysore,Nanjangud,Tomato,Tomato,FAQ,1600,1800,1700,23-Jul-20
29643,Mysore,Nanjangud,Tomato,Tomato,FAQ,1300,1500,1400,22-Jul-20
29644,Mysore,Nanjangud,Tomato,Tomato,FAQ,1300,1500,1400,21-Jul-20
29645,Mysore,Nanjangud,Tomato,Tomato,FAQ,2000,2200,2100,20-Jul-20
29646,Mysore,Nanjangud,Tomato,Tomato,FAQ,2000,2200,2100,19-Jul-20
29647,Mysore,Nanjangud,Tomato,Tomato,FAQ,2000,2200,2100,18-Jul-20
29648,Mysore,Nanjangud,Tomato,Tomato,FAQ,2600,2800,2700,17-Jul-20
29649,Mysore,Nanjangud,Tomato,Tomato,FAQ,2600,2800,2700,16-Jul-20
29650,Mysore,Nanjangud,Tomato,Tomato,FAQ,2600,2800,2700,15-Jul-20
29651,Mysore,Nanjangud,Tomato,Tomato,FAQ,2600,2800,2700,14-Jul-20
29652,Mysore,Nanjangud,Tomato,Tomato,FAQ,2600,2800,2700,13-Jul-20
29653,Mysore,Nanjangud,Tomato,Tomato,FAQ,2600,2800,2700,10-Jul-20
29654,Mysore,Nanjangud,Tomato,Tomato,FAQ,2600,2800,2750,09-Jul-20
29655,Mysore,Nanjangud,Tomato,Tomato,FAQ,2600,2800,2750,08-Jul-20
29656,Mysore,Nanjangud,Tomato,Tomato,FAQ,1800,2000,1900,07-Jul-20
29657,Mysore,Nanjangud,Tomato,Tomato,FAQ,1800,2000,1900,06-Jul-20
29658,Mysore,Nanjangud,Tomato,Tomato,FAQ,1800,2000,1900,05-Jul-20
29659,Mysore,Nanjangud,Tomato,Tomato,FAQ,2100,2300,2200,04-Jul-20
29660,Mysore,Nanjangud,Tomato,Tomato,FAQ,2100,2300,2200,03-Jul-20
29661,Mysore,Nanjangud,Tomato,Tomato,FAQ,2500,2700,2600,02-Jul-20
29662,Mysore,Nanjangud,Tomato,Tomato,FAQ,2600,2800,2700,01-Jul-20
29663,Mysore,Nanjangud,Tomato,Tomato,FAQ,2300,2500,2450,30-Jun-20
29664,Mysore,Nanjangud,Tomato,Tomato,FAQ,2100,2300,2250,29-Jun-20
29665,Mysore,Nanjangud,Tomato,Tomato,FAQ,2100,2300,2250,28-Jun-20
29666,Mysore,Nanjangud,Tomato,Tomato,FAQ,2100,2300,2250,27-Jun-20
29667,Mysore,Nanjangud,Tomato,Tomato,FAQ,2100,2300,2200,26-Jun-20
29668,Mysore,Nanjangud,Tomato,Tomato,FAQ,2300,2500,2450,25-Jun-20
29669,Mysore,Nanjangud,Tomato,Tomato,FAQ,2000,2300,2150,24-Jun-20
29670,Mysore,Nanjangud,Tomato,Tomato,FAQ,2000,2300,2150,23-Jun-20
29671,Mysore,Nanjangud,Tomato,Tomato,FAQ,1300,1500,1400,22-Jun-20
29672,Mysore,Nanjangud,Tomato,Tomato,FAQ,1300,1500,1400,21-Jun-20
29673,Mysore,Nanjangud,Tomato,Tomato,FAQ,1300,1500,1400,20-Jun-20
29674,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1300,19-Jun-20
29675,Mysore,Nanjangud,Tomato,Tomato,FAQ,1200,1400,1300,18-Jun-20
29676,Mysore,Nanjangud,Tomato,Tomato,FAQ,1100,1300,1200,17-Jun-20
29677,Mysore,Nanjangud,Tomato,Tomato,FAQ,900,1100,1000,16-Jun-20
29678,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,800,15-Jun-20
29679,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,800,14-Jun-20
29680,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,800,13-Jun-20
29681,Mysore,Nanjangud,Tomato,Tomato,FAQ,900,1100,1000,12-Jun-20
29682,Mysore,Nanjangud,Tomato,Tomato,FAQ,1100,1300,1200,11-Jun-20
29683,Mysore,Nanjangud,Tomato,Tomato,FAQ,900,1100,1000,10-Jun-20
29684,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,900,09-Jun-20
29685,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,700,08-Jun-20
29686,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,700,07-Jun-20
29687,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,700,06-Jun-20
29688,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1100,05-Jun-20
29689,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1100,04-Jun-20
29690,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1100,03-Jun-20
29691,Mysore,Nanjangud,Tomato,Tomato,FAQ,800,1000,900,02-Jun-20
